"","game_pk","link","gameType","season","gameDate","officialDate","isTie","gameNumber","publicFacing","doubleHeader","gamedayType","tiebreaker","calendarEventID","seasonDisplay","dayNight","scheduledInnings","reverseHomeAwayStatus","inningBreakLength","gamesInSeries","seriesGameNumber","seriesDescription","recordSource","ifNecessary","ifNecessaryDescription","rescheduleDate","rescheduleGameDate","status.abstractGameState","status.codedGameState","status.detailedState","status.statusCode","status.startTimeTBD","status.abstractGameCode","status.reason","teams.away.score","teams.away.isWinner","teams.away.splitSquad","teams.away.seriesNumber","teams.away.leagueRecord.wins","teams.away.leagueRecord.losses","teams.away.leagueRecord.pct","teams.away.team.id","teams.away.team.name","teams.away.team.link","teams.home.score","teams.home.isWinner","teams.home.splitSquad","teams.home.seriesNumber","teams.home.leagueRecord.wins","teams.home.leagueRecord.losses","teams.home.leagueRecord.pct","teams.home.team.id","teams.home.team.name","teams.home.team.link","venue.id","venue.name","venue.link","content.link","rescheduledFrom","rescheduledFromDate","description","resumeDate","resumeGameDate","resumedFrom","resumedFromDate"
"1024",574943,"/api/v1.1/game/574943/feed/live","R","2019","2019-06-11T23:00:00Z","2019-06-11",FALSE,1,TRUE,"N","Y","N","44-574943-2019-06-11","2019","night",9,FALSE,120,5,5,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"F",NA,6,TRUE,FALSE,13,35,28,".556",498,"Chattanooga Lookouts","/api/v1/teams/498",1,FALSE,FALSE,13,30,34,".469",553,"Tennessee Smokies","/api/v1/teams/553",2848,"Smokies Stadium","/api/v1/venues/2848","/api/v1/game/574943/content",NA,NA,NA,NA,NA,NA,NA
"1025",571535,"/api/v1.1/game/571535/feed/live","R","2019","2019-06-11T23:05:00Z","2019-06-11",FALSE,1,TRUE,"N","Y","N","44-571535-2019-06-11","2019","night",9,FALSE,120,3,1,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"F",NA,0,FALSE,FALSE,20,36,26,".581",538,"Hartford Yard Goats","/api/v1/teams/538",2,TRUE,FALSE,20,32,31,".508",402,"Akron RubberDucks","/api/v1/teams/402",2740,"Canal Park","/api/v1/venues/2740","/api/v1/game/571535/content",NA,NA,NA,NA,NA,NA,NA
"1026",584431,"/api/v1.1/game/584431/feed/live","R","2019","2019-06-11T23:30:00Z","2019-06-11",FALSE,1,TRUE,"N","Y","N","44-584431-2019-06-11","2019","night",9,FALSE,120,3,1,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"F",NA,1,FALSE,FALSE,19,31,32,".492",237,"Midland RockHounds","/api/v1/teams/237",4,TRUE,FALSE,19,25,39,".391",440,"Springfield Cardinals","/api/v1/teams/440",2722,"Hammons Field","/api/v1/venues/2722","/api/v1/game/584431/content",NA,NA,NA,NA,NA,NA,NA
"1027",584585,"/api/v1.1/game/584585/feed/live","R","2019","2019-06-12T00:05:00Z","2019-06-11",FALSE,1,TRUE,"N","Y","N","44-584585-2019-06-11","2019","night",9,FALSE,120,3,1,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"F",NA,4,TRUE,FALSE,19,33,30,".524",260,"Tulsa Drillers","/api/v1/teams/260",0,FALSE,FALSE,19,32,32,".500",540,"Frisco RoughRiders","/api/v1/teams/540",2755,"Dr Pepper Ballpark","/api/v1/venues/2755","/api/v1/game/584585/content",NA,NA,NA,NA,NA,NA,NA
"1028",584795,"/api/v1.1/game/584795/feed/live","R","2019","2019-06-12T00:05:00Z","2019-06-11",FALSE,1,TRUE,"N","Y","N","44-584795-2019-06-11","2019","night",9,FALSE,120,3,1,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"F",NA,9,TRUE,FALSE,19,29,34,".460",1350,"Northwest Arkansas Naturals","/api/v1/teams/1350",3,FALSE,FALSE,19,30,32,".484",5368,"Amarillo Sod Poodles","/api/v1/teams/5368",5415,"Hodgetown","/api/v1/venues/5415","/api/v1/game/584795/content",NA,NA,NA,NA,NA,NA,NA
"1029",584654,"/api/v1.1/game/584654/feed/live","R","2019","2019-06-12T00:10:00Z","2019-06-11",FALSE,1,TRUE,"N","Y","N","44-584654-2019-06-11","2019","night",9,FALSE,120,3,1,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"F",NA,1,FALSE,FALSE,19,31,32,".492",482,"Corpus Christi Hooks","/api/v1/teams/482",3,TRUE,FALSE,19,41,21,".661",574,"Arkansas Travelers","/api/v1/teams/574",3389,"Dickey-Stephens Park","/api/v1/venues/3389","/api/v1/game/584654/content",NA,NA,NA,NA,NA,NA,NA
"1030",584432,"/api/v1.1/game/584432/feed/live","R","2019","2019-06-12T16:10:00Z","2019-06-12",FALSE,1,TRUE,"N","Y","N","44-584432-2019-06-12","2019","day",9,FALSE,120,3,2,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"F",NA,9,TRUE,FALSE,19,32,32,".500",237,"Midland RockHounds","/api/v1/teams/237",5,FALSE,FALSE,19,25,40,".385",440,"Springfield Cardinals","/api/v1/teams/440",2722,"Hammons Field","/api/v1/venues/2722","/api/v1/game/584432/content",NA,NA,NA,NA,NA,NA,NA
"1031",584586,"/api/v1.1/game/584586/feed/live","R","2019","2019-06-12T17:05:00Z","2019-06-12",FALSE,1,TRUE,"N","Y","N","44-584586-2019-06-12","2019","day",9,FALSE,120,3,2,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"F",NA,6,TRUE,FALSE,19,34,30,".531",260,"Tulsa Drillers","/api/v1/teams/260",1,FALSE,FALSE,19,32,33,".492",540,"Frisco RoughRiders","/api/v1/teams/540",2755,"Dr Pepper Ballpark","/api/v1/venues/2755","/api/v1/game/584586/content",NA,NA,NA,NA,NA,NA,NA
"1032",571605,"/api/v1.1/game/571605/feed/live","R","2019","2019-06-12T22:30:00Z","2019-06-12",FALSE,1,TRUE,"N","Y","N","44-571605-2019-06-12","2019","night",9,FALSE,120,3,2,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"F",NA,6,TRUE,FALSE,19,22,39,".361",546,"Portland Sea Dogs","/api/v1/teams/546",1,FALSE,FALSE,20,32,31,".508",452,"Altoona Curve","/api/v1/teams/452",2733,"Peoples Natural Gas Field","/api/v1/venues/2733","/api/v1/game/571605/content",NA,NA,NA,NA,NA,NA,NA
"1033",571746,"/api/v1.1/game/571746/feed/live","R","2019","2019-06-12T22:35:00Z","2019-06-12",FALSE,1,TRUE,"N","Y","N","44-571746-2019-06-12","2019","night",9,FALSE,120,3,2,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"F",NA,2,FALSE,FALSE,20,28,34,".452",463,"New Hampshire Fisher Cats","/api/v1/teams/463",4,TRUE,FALSE,20,26,37,".413",418,"Bowie Baysox","/api/v1/teams/418",2832,"Prince George's Stadium","/api/v1/venues/2832","/api/v1/game/571746/content",NA,NA,NA,NA,NA,NA,NA
"1034",571673,"/api/v1.1/game/571673/feed/live","R","2019","2019-06-12T22:35:00Z","2019-06-12",FALSE,1,TRUE,"N","Y","N","44-571673-2019-06-12","2019","night",9,FALSE,120,3,2,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"F",NA,7,TRUE,FALSE,20,35,26,".574",567,"Trenton Thunder","/api/v1/teams/567",2,FALSE,FALSE,19,34,26,".567",505,"Binghamton Rumble Ponies","/api/v1/teams/505",2820,"NYSEG Stadium","/api/v1/venues/2820","/api/v1/game/571673/content",NA,NA,NA,NA,NA,NA,NA
"1035",572238,"/api/v1.1/game/572238/feed/live","R","2019","2019-06-12T22:35:00Z","2019-06-12",FALSE,1,TRUE,"N","Y","N","44-572238-2019-06-12","2019","night",9,FALSE,120,3,2,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"F",NA,0,FALSE,FALSE,20,39,25,".609",547,"Harrisburg Senators","/api/v1/teams/547",1,TRUE,FALSE,20,23,39,".371",3410,"Richmond Flying Squirrels","/api/v1/teams/3410",2853,"The Diamond","/api/v1/venues/2853","/api/v1/game/572238/content",NA,NA,NA,NA,NA,NA,NA
"1036",571536,"/api/v1.1/game/571536/feed/live","R","2019","2019-06-12T23:05:00Z","2019-06-12",FALSE,1,TRUE,"N","Y","N","44-571536-2019-06-12","2019","night",9,FALSE,120,3,2,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"F",NA,1,FALSE,FALSE,20,36,27,".571",538,"Hartford Yard Goats","/api/v1/teams/538",5,TRUE,FALSE,20,33,31,".516",402,"Akron RubberDucks","/api/v1/teams/402",2740,"Canal Park","/api/v1/venues/2740","/api/v1/game/571536/content",NA,NA,NA,NA,NA,NA,NA
"1037",574519,"/api/v1.1/game/574519/feed/live","R","2019","2019-06-12T23:05:00Z","2019-06-12",FALSE,1,TRUE,"N","Y","N","44-574519-2019-06-12","2019","night",9,FALSE,120,5,1,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"F",NA,1,FALSE,FALSE,14,40,26,".606",5015,"Biloxi Shuckers","/api/v1/teams/5015",5,TRUE,FALSE,14,36,30,".545",104,"Jackson Generals","/api/v1/teams/104",2833,"The Ballpark at Jackson","/api/v1/venues/2833","/api/v1/game/574519/content",NA,NA,NA,NA,NA,NA,NA
