"","game_pk","link","gameType","season","gameDate","officialDate","isTie","gameNumber","publicFacing","doubleHeader","gamedayType","tiebreaker","calendarEventID","seasonDisplay","dayNight","scheduledInnings","reverseHomeAwayStatus","inningBreakLength","gamesInSeries","seriesGameNumber","seriesDescription","recordSource","ifNecessary","ifNecessaryDescription","status.abstractGameState","status.codedGameState","status.detailedState","status.statusCode","status.startTimeTBD","status.abstractGameCode","status.reason","teams.away.score","teams.away.isWinner","teams.away.splitSquad","teams.away.seriesNumber","teams.away.leagueRecord.wins","teams.away.leagueRecord.losses","teams.away.leagueRecord.pct","teams.away.team.id","teams.away.team.name","teams.away.team.link","teams.home.score","teams.home.isWinner","teams.home.splitSquad","teams.home.seriesNumber","teams.home.leagueRecord.wins","teams.home.leagueRecord.losses","teams.home.leagueRecord.pct","teams.home.team.id","teams.home.team.name","teams.home.team.link","venue.id","venue.name","venue.link","content.link","description","rescheduleDate","rescheduleGameDate","rescheduledFrom","rescheduledFromDate","resumeDate","resumeGameDate","resumedFrom","resumedFromDate"
"1",565496,"/api/v1.1/game/565496/feed/live","S","2019","2019-03-01T18:05:00Z","2019-03-01",FALSE,1,TRUE,"N","N","N","14-565496-2019-03-01","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,7,TRUE,FALSE,7,4,3,".571",121,"New York Mets","/api/v1/teams/121",1,FALSE,FALSE,7,4,3,".571",116,"Detroit Tigers","/api/v1/teams/116",2511,"Publix Field at Joker Marchant Stadium","/api/v1/venues/2511","/api/v1/game/565496/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",564917,"/api/v1.1/game/564917/feed/live","S","2019","2019-03-01T18:05:00Z","2019-03-01",FALSE,1,TRUE,"N","N","N","14-564917-2019-03-01","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,10,TRUE,FALSE,8,4,4,".500",139,"Tampa Bay Rays","/api/v1/teams/139",5,FALSE,TRUE,7,3,3,".500",110,"Baltimore Orioles","/api/v1/teams/110",2508,"Ed Smith Stadium","/api/v1/venues/2508","/api/v1/game/564917/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",566948,"/api/v1.1/game/566948/feed/live","S","2019","2019-03-01T18:05:00Z","2019-03-01",FALSE,1,TRUE,"N","N","N","14-566948-2019-03-01","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,3,FALSE,FALSE,8,3,4,".429",111,"Boston Red Sox","/api/v1/teams/111",4,TRUE,FALSE,8,5,3,".625",142,"Minnesota Twins","/api/v1/teams/142",2862,"CenturyLink Sports Complex","/api/v1/venues/2862","/api/v1/game/566948/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",567047,"/api/v1.1/game/567047/feed/live","S","2019","2019-03-01T18:05:00Z","2019-03-01",FALSE,1,TRUE,"N","N","N","14-567047-2019-03-01","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,3,FALSE,TRUE,7,3,4,".429",134,"Pittsburgh Pirates","/api/v1/teams/134",7,TRUE,FALSE,8,5,2,".714",143,"Philadelphia Phillies","/api/v1/teams/143",2700,"Spectrum Field","/api/v1/venues/2700","/api/v1/game/567047/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",567143,"/api/v1.1/game/567143/feed/live","S","2019","2019-03-01T18:05:00Z","2019-03-01",FALSE,1,TRUE,"N","N","N","14-567143-2019-03-01","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,3,FALSE,TRUE,7,1,5,".167",141,"Toronto Blue Jays","/api/v1/teams/141",4,TRUE,FALSE,7,4,3,".571",144,"Atlanta Braves","/api/v1/teams/144",2504,"Champion Stadium","/api/v1/venues/2504","/api/v1/game/567143/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",567346,"/api/v1.1/game/567346/feed/live","S","2019","2019-03-01T18:05:00Z","2019-03-01",FALSE,1,TRUE,"N","N","N","14-567346-2019-03-01","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,5,TRUE,FALSE,7,4,3,".571",120,"Washington Nationals","/api/v1/teams/120",4,FALSE,FALSE,7,2,5,".286",146,"Miami Marlins","/api/v1/teams/146",2520,"Roger Dean Chevrolet Stadium","/api/v1/venues/2520","/api/v1/game/567346/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",566852,"/api/v1.1/game/566852/feed/live","S","2019","2019-03-01T18:07:00Z","2019-03-01",TRUE,2,TRUE,"N","N","N","14-566852-2019-03-01","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","FT",FALSE,"F","Tied",1,NA,TRUE,8,3,4,".429",134,"Pittsburgh Pirates","/api/v1/teams/134",1,NA,TRUE,8,1,5,".167",141,"Toronto Blue Jays","/api/v1/teams/141",2536,"Dunedin Stadium","/api/v1/venues/2536","/api/v1/game/566852/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",566076,"/api/v1.1/game/566076/feed/live","S","2019","2019-03-01T20:05:00Z","2019-03-01",FALSE,1,TRUE,"N","N","N","14-566076-2019-03-01","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,3,FALSE,FALSE,7,2,4,".333",115,"Colorado Rockies","/api/v1/teams/115",6,TRUE,FALSE,8,3,5,".375",133,"Oakland Athletics","/api/v1/teams/133",2507,"Hohokam Stadium","/api/v1/venues/2507","/api/v1/game/566076/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",566747,"/api/v1.1/game/566747/feed/live","S","2019","2019-03-01T20:05:00Z","2019-03-01",FALSE,1,TRUE,"N","N","N","14-566747-2019-03-01","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,8,TRUE,FALSE,8,2,5,".286",145,"Chicago White Sox","/api/v1/teams/145",5,FALSE,FALSE,7,2,4,".333",140,"Texas Rangers","/api/v1/teams/140",2603,"Surprise Stadium","/api/v1/venues/2603","/api/v1/game/566747/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",564818,"/api/v1.1/game/564818/feed/live","S","2019","2019-03-01T20:10:00Z","2019-03-01",FALSE,1,TRUE,"N","E","N","14-564818-2019-03-01","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,10,TRUE,FALSE,8,5,3,".625",112,"Chicago Cubs","/api/v1/teams/112",2,FALSE,FALSE,7,4,2,".667",109,"Arizona Diamondbacks","/api/v1/teams/109",4249,"Salt River Fields at Talking Stick","/api/v1/venues/4249","/api/v1/game/564818/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",564721,"/api/v1.1/game/564721/feed/live","S","2019","2019-03-01T20:10:00Z","2019-03-01",FALSE,1,TRUE,"N","N","N","14-564721-2019-03-01","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,7,FALSE,FALSE,8,4,4,".500",118,"Kansas City Royals","/api/v1/teams/118",10,TRUE,FALSE,8,5,3,".625",108,"Los Angeles Angels","/api/v1/teams/108",2500,"Tempe Diablo Stadium","/api/v1/venues/2500","/api/v1/game/564721/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",566361,"/api/v1.1/game/566361/feed/live","S","2019","2019-03-01T20:10:00Z","2019-03-01",FALSE,1,TRUE,"N","N","N","14-566361-2019-03-01","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,3,FALSE,FALSE,8,2,6,".250",158,"Milwaukee Brewers","/api/v1/teams/158",7,TRUE,FALSE,8,5,2,".714",136,"Seattle Mariners","/api/v1/teams/136",2530,"Peoria Stadium","/api/v1/venues/2530","/api/v1/game/566361/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",565594,"/api/v1.1/game/565594/feed/live","S","2019","2019-03-01T23:05:00Z","2019-03-01",TRUE,1,TRUE,"N","N","N","14-565594-2019-03-01","2019","night",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","FT",FALSE,"F","Tied",4,NA,FALSE,7,2,3,".400",138,"St. Louis Cardinals","/api/v1/teams/138",4,NA,FALSE,7,3,3,".500",117,"Houston Astros","/api/v1/teams/117",5000,"FITTEAM Ballpark of the Palm Beaches","/api/v1/venues/5000","/api/v1/game/565594/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",567443,"/api/v1.1/game/567443/feed/live","S","2019","2019-03-01T23:35:00Z","2019-03-01",TRUE,2,TRUE,"N","N","N","14-567443-2019-03-01","2019","night",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","FT",FALSE,"F","Tied",2,NA,TRUE,8,3,3,".500",110,"Baltimore Orioles","/api/v1/teams/110",2,NA,FALSE,7,3,2,".600",147,"New York Yankees","/api/v1/teams/147",2523,"George M. Steinbrenner Field","/api/v1/venues/2523","/api/v1/game/567443/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",565304,"/api/v1.1/game/565304/feed/live","S","2019","2019-03-02T01:05:00Z","2019-03-01",FALSE,1,TRUE,"N","N","N","14-565304-2019-03-01","2019","night",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,4,FALSE,TRUE,7,4,2,".667",119,"Los Angeles Dodgers","/api/v1/teams/119",8,TRUE,FALSE,8,4,3,".571",114,"Cleveland Indians","/api/v1/teams/114",3834,"Goodyear Ballpark","/api/v1/venues/3834","/api/v1/game/565304/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",565786,"/api/v1.1/game/565786/feed/live","S","2019","2019-03-02T01:05:00Z","2019-03-01",FALSE,2,TRUE,"N","N","N","14-565786-2019-03-01","2019","night",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,5,TRUE,FALSE,7,4,2,".667",135,"San Diego Padres","/api/v1/teams/135",4,FALSE,TRUE,8,4,3,".571",119,"Los Angeles Dodgers","/api/v1/teams/119",3809,"Camelback Ranch","/api/v1/venues/3809","/api/v1/game/565786/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",566456,"/api/v1.1/game/566456/feed/live","S","2019","2019-03-02T02:05:00Z","2019-03-01",FALSE,1,TRUE,"N","N","N","14-566456-2019-03-01","2019","night",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,3,FALSE,FALSE,7,2,4,".333",113,"Cincinnati Reds","/api/v1/teams/113",5,TRUE,FALSE,7,4,2,".667",137,"San Francisco Giants","/api/v1/teams/137",2532,"Scottsdale Stadium","/api/v1/venues/2532","/api/v1/game/566456/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",565015,"/api/v1.1/game/565015/feed/live","S","2019","2019-03-02T18:05:00Z","2019-03-02",FALSE,1,TRUE,"N","N","N","14-565015-2019-03-02","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,9,TRUE,FALSE,9,4,3,".571",110,"Baltimore Orioles","/api/v1/teams/110",1,FALSE,FALSE,9,3,5,".375",111,"Boston Red Sox","/api/v1/teams/111",4309,"JetBlue Park","/api/v1/venues/4309","/api/v1/game/565015/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",565883,"/api/v1.1/game/565883/feed/live","S","2019","2019-03-02T18:05:00Z","2019-03-02",FALSE,1,TRUE,"N","N","N","14-565883-2019-03-02","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,6,FALSE,FALSE,9,5,4,".556",142,"Minnesota Twins","/api/v1/teams/142",10,TRUE,FALSE,8,5,3,".625",120,"Washington Nationals","/api/v1/teams/120",5000,"FITTEAM Ballpark of the Palm Beaches","/api/v1/venues/5000","/api/v1/game/565883/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",566652,"/api/v1.1/game/566652/feed/live","S","2019","2019-03-02T18:05:00Z","2019-03-02",FALSE,1,TRUE,"N","N","N","14-566652-2019-03-02","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,11,TRUE,FALSE,9,6,2,".750",143,"Philadelphia Phillies","/api/v1/teams/143",3,FALSE,TRUE,9,4,5,".444",139,"Tampa Bay Rays","/api/v1/teams/139",2534,"Charlotte Sports Park","/api/v1/venues/2534","/api/v1/game/566652/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",565497,"/api/v1.1/game/565497/feed/live","S","2019","2019-03-02T18:05:00Z","2019-03-02",FALSE,1,TRUE,"N","N","N","14-565497-2019-03-02","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,4,FALSE,FALSE,8,4,4,".500",144,"Atlanta Braves","/api/v1/teams/144",7,TRUE,FALSE,8,5,3,".625",116,"Detroit Tigers","/api/v1/teams/116",2511,"Publix Field at Joker Marchant Stadium","/api/v1/venues/2511","/api/v1/game/565497/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",566556,"/api/v1.1/game/566556/feed/live","S","2019","2019-03-02T18:05:00Z","2019-03-02",FALSE,1,TRUE,"N","N","N","14-566556-2019-03-02","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,3,FALSE,FALSE,8,2,6,".250",146,"Miami Marlins","/api/v1/teams/146",4,TRUE,FALSE,8,3,3,".500",138,"St. Louis Cardinals","/api/v1/teams/138",2520,"Roger Dean Chevrolet Stadium","/api/v1/venues/2520","/api/v1/game/566556/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",566168,"/api/v1.1/game/566168/feed/live","S","2019","2019-03-02T18:05:00Z","2019-03-02",FALSE,1,TRUE,"N","N","N","14-566168-2019-03-02","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,7,FALSE,FALSE,8,3,3,".500",147,"New York Yankees","/api/v1/teams/147",8,TRUE,FALSE,9,4,4,".500",134,"Pittsburgh Pirates","/api/v1/teams/134",2526,"LECOM Park","/api/v1/venues/2526","/api/v1/game/566168/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",566853,"/api/v1.1/game/566853/feed/live","S","2019","2019-03-02T18:07:00Z","2019-03-02",FALSE,2,TRUE,"N","N","N","14-566853-2019-03-02","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,6,TRUE,TRUE,10,5,5,".500",139,"Tampa Bay Rays","/api/v1/teams/139",5,FALSE,FALSE,9,1,6,".143",141,"Toronto Blue Jays","/api/v1/teams/141",2536,"Dunedin Stadium","/api/v1/venues/2536","/api/v1/game/566853/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",565980,"/api/v1.1/game/565980/feed/live","S","2019","2019-03-02T18:10:00Z","2019-03-02",FALSE,1,TRUE,"N","N","N","14-565980-2019-03-02","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,8,TRUE,FALSE,8,4,3,".571",117,"Houston Astros","/api/v1/teams/117",7,FALSE,FALSE,8,4,4,".500",121,"New York Mets","/api/v1/teams/121",2856,"First Data Field","/api/v1/venues/2856","/api/v1/game/565980/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",565208,"/api/v1.1/game/565208/feed/live","S","2019","2019-03-02T20:05:00Z","2019-03-02",FALSE,1,TRUE,"N","N","N","14-565208-2019-03-02","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,11,TRUE,FALSE,9,6,3,".667",108,"Los Angeles Angels","/api/v1/teams/108",2,FALSE,FALSE,8,2,5,".286",113,"Cincinnati Reds","/api/v1/teams/113",3834,"Goodyear Ballpark","/api/v1/venues/3834","/api/v1/game/565208/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",566077,"/api/v1.1/game/566077/feed/live","S","2019","2019-03-02T20:05:00Z","2019-03-02",FALSE,1,TRUE,"N","N","N","14-566077-2019-03-02","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,0,FALSE,FALSE,9,4,4,".500",114,"Cleveland Indians","/api/v1/teams/114",1,TRUE,FALSE,9,4,5,".444",133,"Oakland Athletics","/api/v1/teams/133",2507,"Hohokam Stadium","/api/v1/venues/2507","/api/v1/game/566077/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",565691,"/api/v1.1/game/565691/feed/live","S","2019","2019-03-02T20:05:00Z","2019-03-02",FALSE,1,TRUE,"N","N","N","14-565691-2019-03-02","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,0,FALSE,FALSE,9,5,3,".625",136,"Seattle Mariners","/api/v1/teams/136",8,TRUE,FALSE,9,5,4,".556",118,"Kansas City Royals","/api/v1/teams/118",2603,"Surprise Stadium","/api/v1/venues/2603","/api/v1/game/565691/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",566457,"/api/v1.1/game/566457/feed/live","S","2019","2019-03-02T20:05:00Z","2019-03-02",TRUE,1,TRUE,"N","N","N","14-566457-2019-03-02","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","FT",FALSE,"F","Tied",0,NA,FALSE,8,2,4,".333",140,"Texas Rangers","/api/v1/teams/140",0,NA,TRUE,8,4,2,".667",137,"San Francisco Giants","/api/v1/teams/137",2532,"Scottsdale Stadium","/api/v1/venues/2532","/api/v1/game/566457/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",567251,"/api/v1.1/game/567251/feed/live","S","2019","2019-03-02T20:05:00Z","2019-03-02",FALSE,1,TRUE,"N","N","N","14-567251-2019-03-02","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,6,FALSE,FALSE,8,2,5,".286",115,"Colorado Rockies","/api/v1/teams/115",10,TRUE,FALSE,9,3,5,".375",145,"Chicago White Sox","/api/v1/teams/145",3809,"Camelback Ranch","/api/v1/venues/3809","/api/v1/game/567251/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",565112,"/api/v1.1/game/565112/feed/live","S","2019","2019-03-02T20:05:00Z","2019-03-02",FALSE,1,TRUE,"N","N","N","14-565112-2019-03-02","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,7,TRUE,FALSE,9,3,6,".333",158,"Milwaukee Brewers","/api/v1/teams/158",4,FALSE,FALSE,9,5,4,".556",112,"Chicago Cubs","/api/v1/teams/112",4629,"Sloan Park","/api/v1/venues/4629","/api/v1/game/565112/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",564819,"/api/v1.1/game/564819/feed/live","S","2019","2019-03-02T20:10:00Z","2019-03-02",FALSE,1,TRUE,"N","E","N","14-564819-2019-03-02","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,5,FALSE,FALSE,9,4,4,".500",119,"Los Angeles Dodgers","/api/v1/teams/119",6,TRUE,FALSE,8,5,2,".714",109,"Arizona Diamondbacks","/api/v1/teams/109",4249,"Salt River Fields at Talking Stick","/api/v1/venues/4249","/api/v1/game/564819/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",566263,"/api/v1.1/game/566263/feed/live","S","2019","2019-03-02T20:10:00Z","2019-03-02",FALSE,2,TRUE,"N","N","N","14-566263-2019-03-02","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,6,FALSE,TRUE,9,4,3,".571",137,"San Francisco Giants","/api/v1/teams/137",7,TRUE,FALSE,8,5,2,".714",135,"San Diego Padres","/api/v1/teams/135",2530,"Peoria Stadium","/api/v1/venues/2530","/api/v1/game/566263/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",565884,"/api/v1.1/game/565884/feed/live","S","2019","2019-03-03T18:05:00Z","2019-03-03",FALSE,1,TRUE,"N","N","N","14-565884-2019-03-03","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,2,FALSE,FALSE,9,4,4,".500",117,"Houston Astros","/api/v1/teams/117",4,TRUE,FALSE,9,6,3,".667",120,"Washington Nationals","/api/v1/teams/120",5000,"FITTEAM Ballpark of the Palm Beaches","/api/v1/venues/5000","/api/v1/game/565884/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",566557,"/api/v1.1/game/566557/feed/live","S","2019","2019-03-03T18:05:00Z","2019-03-03",FALSE,1,TRUE,"N","N","N","14-566557-2019-03-03","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,10,TRUE,FALSE,9,5,4,".556",121,"New York Mets","/api/v1/teams/121",8,FALSE,FALSE,9,3,4,".429",138,"St. Louis Cardinals","/api/v1/teams/138",2520,"Roger Dean Chevrolet Stadium","/api/v1/venues/2520","/api/v1/game/566557/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",566169,"/api/v1.1/game/566169/feed/live","S","2019","2019-03-03T18:05:00Z","2019-03-03",FALSE,1,TRUE,"N","N","N","14-566169-2019-03-03","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,10,TRUE,FALSE,11,6,5,".545",139,"Tampa Bay Rays","/api/v1/teams/139",4,FALSE,FALSE,10,4,5,".444",134,"Pittsburgh Pirates","/api/v1/teams/134",2526,"LECOM Park","/api/v1/venues/2526","/api/v1/game/566169/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",565016,"/api/v1.1/game/565016/feed/live","S","2019","2019-03-03T18:05:00Z","2019-03-03",FALSE,1,TRUE,"N","N","N","14-565016-2019-03-03","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,7,FALSE,TRUE,10,5,5,".500",142,"Minnesota Twins","/api/v1/teams/142",9,TRUE,FALSE,10,4,5,".444",111,"Boston Red Sox","/api/v1/teams/111",4309,"JetBlue Park","/api/v1/venues/4309","/api/v1/game/565016/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",566949,"/api/v1.1/game/566949/feed/live","S","2019","2019-03-03T18:05:00Z","2019-03-03",TRUE,2,TRUE,"N","N","N","14-566949-2019-03-03","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","FT",FALSE,"F","Tied",3,NA,FALSE,10,6,2,".750",143,"Philadelphia Phillies","/api/v1/teams/143",3,NA,TRUE,11,5,5,".500",142,"Minnesota Twins","/api/v1/teams/142",2862,"CenturyLink Sports Complex","/api/v1/venues/2862","/api/v1/game/566949/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",567144,"/api/v1.1/game/567144/feed/live","S","2019","2019-03-03T18:05:00Z","2019-03-03",FALSE,1,TRUE,"N","N","N","14-567144-2019-03-03","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,5,FALSE,FALSE,9,2,7,".222",146,"Miami Marlins","/api/v1/teams/146",6,TRUE,FALSE,9,5,4,".556",144,"Atlanta Braves","/api/v1/teams/144",2504,"Champion Stadium","/api/v1/venues/2504","/api/v1/game/567144/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",567444,"/api/v1.1/game/567444/feed/live","S","2019","2019-03-03T18:05:00Z","2019-03-03",FALSE,1,TRUE,"N","N","N","14-567444-2019-03-03","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,1,FALSE,TRUE,9,5,4,".556",116,"Detroit Tigers","/api/v1/teams/116",7,TRUE,TRUE,9,4,3,".571",147,"New York Yankees","/api/v1/teams/147",2523,"George M. Steinbrenner Field","/api/v1/venues/2523","/api/v1/game/567444/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",566854,"/api/v1.1/game/566854/feed/live","S","2019","2019-03-03T18:07:00Z","2019-03-03",FALSE,2,TRUE,"N","N","N","14-566854-2019-03-03","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,2,FALSE,TRUE,10,4,4,".500",147,"New York Yankees","/api/v1/teams/147",5,TRUE,FALSE,10,2,6,".250",141,"Toronto Blue Jays","/api/v1/teams/141",2536,"Dunedin Stadium","/api/v1/venues/2536","/api/v1/game/566854/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",564918,"/api/v1.1/game/564918/feed/live","S","2019","2019-03-03T20:05:00Z","2019-03-03",FALSE,2,TRUE,"N","N","N","14-564918-2019-03-03","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,5,FALSE,TRUE,10,5,5,".500",116,"Detroit Tigers","/api/v1/teams/116",7,TRUE,FALSE,10,5,3,".625",110,"Baltimore Orioles","/api/v1/teams/110",2508,"Ed Smith Stadium","/api/v1/venues/2508","/api/v1/game/564918/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",565305,"/api/v1.1/game/565305/feed/live","S","2019","2019-03-03T20:05:00Z","2019-03-03",FALSE,1,TRUE,"N","N","N","14-565305-2019-03-03","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,13,TRUE,FALSE,10,6,4,".600",118,"Kansas City Royals","/api/v1/teams/118",7,FALSE,FALSE,10,4,5,".444",114,"Cleveland Indians","/api/v1/teams/114",3834,"Goodyear Ballpark","/api/v1/venues/3834","/api/v1/game/565305/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",565787,"/api/v1.1/game/565787/feed/live","S","2019","2019-03-03T20:05:00Z","2019-03-03",FALSE,2,TRUE,"N","N","N","14-565787-2019-03-03","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,3,FALSE,TRUE,10,3,5,".375",140,"Texas Rangers","/api/v1/teams/140",6,TRUE,FALSE,10,5,4,".556",119,"Los Angeles Dodgers","/api/v1/teams/119",3809,"Camelback Ranch","/api/v1/venues/3809","/api/v1/game/565787/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",566748,"/api/v1.1/game/566748/feed/live","S","2019","2019-03-03T20:05:00Z","2019-03-03",FALSE,1,TRUE,"N","N","N","14-566748-2019-03-03","2019","day",9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,3,FALSE,FALSE,9,5,3,".625",135,"San Diego Padres","/api/v1/teams/135",11,TRUE,TRUE,9,3,4,".429",140,"Texas Rangers","/api/v1/teams/140",2603,"Surprise Stadium","/api/v1/venues/2603","/api/v1/game/566748/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
