"","game_pk","link","gameType","season","gameDate","officialDate","isTie","gameNumber","publicFacing","doubleHeader","gamedayType","tiebreaker","calendarEventID","seasonDisplay","dayNight","scheduledInnings","reverseHomeAwayStatus","gamesInSeries","seriesGameNumber","seriesDescription","recordSource","ifNecessary","ifNecessaryDescription","inningBreakLength","status.abstractGameState","status.codedGameState","status.detailedState","status.statusCode","status.startTimeTBD","status.abstractGameCode","status.reason","teams.away.score","teams.away.isWinner","teams.away.splitSquad","teams.away.seriesNumber","teams.away.leagueRecord.wins","teams.away.leagueRecord.losses","teams.away.leagueRecord.pct","teams.away.team.id","teams.away.team.name","teams.away.team.link","teams.home.score","teams.home.isWinner","teams.home.splitSquad","teams.home.seriesNumber","teams.home.leagueRecord.wins","teams.home.leagueRecord.losses","teams.home.leagueRecord.pct","teams.home.team.id","teams.home.team.name","teams.home.team.link","venue.id","venue.name","venue.link","content.link","description","rescheduleDate","rescheduleGameDate","rescheduledFrom","rescheduledFromDate","resumeDate","resumeGameDate","resumedFrom","resumedFromDate"
"1",642055,"/api/v1.1/game/642055/feed/live","S","2021","2021-03-01T18:05:00Z","2021-03-01",FALSE,1,TRUE,"N","N","N","14-642055-2021-03-01","2021","day",9,FALSE,1,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,7,TRUE,FALSE,3,1,1,".500",117,"Houston Astros","/api/v1/teams/117",6,FALSE,FALSE,4,0,1,".000",120,"Washington Nationals","/api/v1/teams/120",5000,"The Ballpark of the Palm Beaches","/api/v1/venues/5000","/api/v1/game/642055/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",641630,"/api/v1.1/game/641630/feed/live","S","2021","2021-03-01T18:05:00Z","2021-03-01",FALSE,1,TRUE,"N","N","N","14-641630-2021-03-01","2021","day",6,FALSE,1,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,6,TRUE,FALSE,5,2,0,"1.000",142,"Minnesota Twins","/api/v1/teams/142",5,FALSE,FALSE,5,1,1,".500",139,"Tampa Bay Rays","/api/v1/teams/139",2534,"Charlotte Sports Park","/api/v1/venues/2534","/api/v1/game/641630/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",641587,"/api/v1.1/game/641587/feed/live","S","2021","2021-03-01T18:05:00Z","2021-03-01",TRUE,1,TRUE,"N","E","N","14-641587-2021-03-01","2021","day",7,FALSE,1,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","FT",FALSE,"F","Tied",4,NA,FALSE,6,0,1,".000",110,"Baltimore Orioles","/api/v1/teams/110",4,NA,FALSE,5,0,1,".000",143,"Philadelphia Phillies","/api/v1/teams/143",2700,"BayCare Ballpark","/api/v1/venues/2700","/api/v1/game/641587/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",642143,"/api/v1.1/game/642143/feed/live","S","2021","2021-03-01T18:05:00Z","2021-03-01",FALSE,1,TRUE,"N","N","N","14-642143-2021-03-01","2021","day",7,FALSE,1,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,5,TRUE,FALSE,5,1,1,".500",144,"Atlanta Braves","/api/v1/teams/144",3,FALSE,FALSE,5,0,2,".000",111,"Boston Red Sox","/api/v1/teams/111",4309,"JetBlue Park","/api/v1/venues/4309","/api/v1/game/642143/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",641961,"/api/v1.1/game/641961/feed/live","S","2021","2021-03-01T18:05:00Z","2021-03-01",FALSE,1,TRUE,"N","E","N","14-641961-2021-03-01","2021","day",7,FALSE,1,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,0,FALSE,FALSE,3,0,1,".000",121,"New York Mets","/api/v1/teams/121",2,TRUE,FALSE,4,2,0,"1.000",146,"Miami Marlins","/api/v1/teams/146",2520,"Roger Dean Chevrolet Stadium","/api/v1/venues/2520","/api/v1/game/641961/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",641538,"/api/v1.1/game/641538/feed/live","S","2021","2021-03-01T18:05:00Z","2021-03-01",FALSE,1,TRUE,"N","E","N","14-641538-2021-03-01","2021","day",7,FALSE,1,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,4,FALSE,FALSE,5,1,1,".500",116,"Detroit Tigers","/api/v1/teams/116",5,TRUE,FALSE,4,1,1,".500",147,"New York Yankees","/api/v1/teams/147",2523,"George M. Steinbrenner Field","/api/v1/venues/2523","/api/v1/game/641538/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",641634,"/api/v1.1/game/641634/feed/live","S","2021","2021-03-01T18:07:00Z","2021-03-01",TRUE,1,TRUE,"N","E","N","14-641634-2021-03-01","2021","day",7,FALSE,1,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","FT",FALSE,"F","Tied",2,NA,FALSE,4,1,0,"1.000",134,"Pittsburgh Pirates","/api/v1/teams/134",2,NA,FALSE,4,1,0,"1.000",141,"Toronto Blue Jays","/api/v1/teams/141",2536,"TD Ballpark","/api/v1/venues/2536","/api/v1/game/641634/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",642202,"/api/v1.1/game/642202/feed/live","S","2021","2021-03-01T20:05:00Z","2021-03-01",FALSE,1,TRUE,"N","N","N","14-642202-2021-03-01","2021","day",9,FALSE,1,1,"Spring Training","S","N","Normal Game",120,"Final","F","Final","F",FALSE,"F",NA,8,TRUE,FALSE,4,2,0,"1.000",118,"Kansas City Royals","/api/v1/teams/118",6,FALSE,FALSE,3,1,1,".500",114,"Cleveland Indians","/api/v1/teams/114",3834,"Goodyear Ballpark","/api/v1/venues/3834","/api/v1/game/642202/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",642102,"/api/v1.1/game/642102/feed/live","S","2021","2021-03-01T20:05:00Z","2021-03-01",FALSE,1,TRUE,"N","N","N","14-642102-2021-03-01","2021","day",6,FALSE,2,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Completed Early","FO",FALSE,"F",NA,0,FALSE,FALSE,4,1,1,".500",115,"Colorado Rockies","/api/v1/teams/115",10,TRUE,FALSE,4,2,0,"1.000",119,"Los Angeles Dodgers","/api/v1/teams/119",3809,"Camelback Ranch","/api/v1/venues/3809","/api/v1/game/642102/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",641999,"/api/v1.1/game/641999/feed/live","S","2021","2021-03-01T20:05:00Z","2021-03-01",FALSE,1,TRUE,"N","N","N","14-641999-2021-03-01","2021","day",7,FALSE,1,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,5,FALSE,FALSE,4,0,2,".000",113,"Cincinnati Reds","/api/v1/teams/113",13,TRUE,FALSE,4,1,1,".500",133,"Oakland Athletics","/api/v1/teams/133",2507,"Hohokam Stadium","/api/v1/venues/2507","/api/v1/game/641999/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",641697,"/api/v1.1/game/641697/feed/live","S","2021","2021-03-01T20:05:00Z","2021-03-01",TRUE,1,TRUE,"N","N","N","14-641697-2021-03-01","2021","day",6,FALSE,1,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","FT",FALSE,"F","Tied",1,NA,FALSE,3,0,1,".000",137,"San Francisco Giants","/api/v1/teams/137",1,NA,FALSE,5,0,1,".000",140,"Texas Rangers","/api/v1/teams/140",2603,"Surprise Stadium","/api/v1/venues/2603","/api/v1/game/641697/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",642028,"/api/v1.1/game/642028/feed/live","S","2021","2021-03-01T20:10:00Z","2021-03-01",FALSE,1,TRUE,"N","N","N","14-642028-2021-03-01","2021","day",7,FALSE,1,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,1,TRUE,FALSE,4,1,0,"1.000",112,"Chicago Cubs","/api/v1/teams/112",0,FALSE,FALSE,5,0,2,".000",135,"San Diego Padres","/api/v1/teams/135",2530,"Peoria Stadium","/api/v1/venues/2530","/api/v1/game/642028/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",642190,"/api/v1.1/game/642190/feed/live","S","2021","2021-03-01T20:10:00Z","2021-03-01",TRUE,1,TRUE,"N","N","N","14-642190-2021-03-01","2021","day",5,FALSE,2,2,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","FT",FALSE,"F","Tied",4,NA,FALSE,2,0,1,".000",145,"Chicago White Sox","/api/v1/teams/145",4,NA,FALSE,4,1,0,"1.000",108,"Los Angeles Angels","/api/v1/teams/108",2500,"Tempe Diablo Stadium","/api/v1/venues/2500","/api/v1/game/642190/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",642166,"/api/v1.1/game/642166/feed/live","S","2021","2021-03-01T20:10:00Z","2021-03-01",FALSE,1,TRUE,"N","E","N","14-642166-2021-03-01","2021","day",8,FALSE,1,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,7,TRUE,FALSE,6,2,0,"1.000",158,"Milwaukee Brewers","/api/v1/teams/158",1,FALSE,FALSE,3,0,2,".000",109,"Arizona Diamondbacks","/api/v1/teams/109",4249,"Salt River Fields at Talking Stick","/api/v1/venues/4249","/api/v1/game/642166/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",642031,"/api/v1.1/game/642031/feed/live","S","2021","2021-03-02T18:05:00Z","2021-03-02",FALSE,1,TRUE,"N","E","N","14-642031-2021-03-02","2021","day",5,FALSE,1,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,6,TRUE,FALSE,7,2,1,".667",116,"Detroit Tigers","/api/v1/teams/116",1,FALSE,FALSE,7,1,1,".500",134,"Pittsburgh Pirates","/api/v1/teams/134",2526,"LECOM Park","/api/v1/venues/2526","/api/v1/game/642031/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",642141,"/api/v1.1/game/642141/feed/live","S","2021","2021-03-02T18:05:00Z","2021-03-02",FALSE,1,TRUE,"N","N","N","14-642141-2021-03-02","2021","day",9,FALSE,1,1,"Spring Training","S","N","Normal Game",120,"Final","F","Final","F",FALSE,"F",NA,3,FALSE,FALSE,8,1,2,".333",139,"Tampa Bay Rays","/api/v1/teams/139",9,TRUE,FALSE,7,1,2,".333",111,"Boston Red Sox","/api/v1/teams/111",4309,"JetBlue Park","/api/v1/venues/4309","/api/v1/game/642141/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",641553,"/api/v1.1/game/641553/feed/live","S","2021","2021-03-02T18:05:00Z","2021-03-02",FALSE,1,TRUE,"N","N","N","14-641553-2021-03-02","2021","day",7,FALSE,1,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,0,FALSE,FALSE,7,2,1,".667",142,"Minnesota Twins","/api/v1/teams/142",6,TRUE,FALSE,6,2,1,".667",144,"Atlanta Braves","/api/v1/teams/144",5380,"CoolToday Park","/api/v1/venues/5380","/api/v1/game/641553/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",641627,"/api/v1.1/game/641627/feed/live","S","2021","2021-03-02T18:05:00Z","2021-03-02",TRUE,1,TRUE,"N","E","N","14-641627-2021-03-02","2021","day",7,FALSE,2,2,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","FT",FALSE,"F","Tied",0,NA,FALSE,5,0,0,".000",138,"St. Louis Cardinals","/api/v1/teams/138",0,NA,FALSE,5,2,0,"1.000",146,"Miami Marlins","/api/v1/teams/146",2520,"Roger Dean Chevrolet Stadium","/api/v1/venues/2520","/api/v1/game/641627/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",642157,"/api/v1.1/game/642157/feed/live","S","2021","2021-03-02T18:05:00Z","2021-03-02",FALSE,1,TRUE,"N","N","N","14-642157-2021-03-02","2021","day",7,FALSE,1,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,4,TRUE,FALSE,6,2,1,".667",147,"New York Yankees","/api/v1/teams/147",2,FALSE,FALSE,7,0,2,".000",110,"Baltimore Orioles","/api/v1/teams/110",2508,"Ed Smith Stadium","/api/v1/venues/2508","/api/v1/game/642157/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",641784,"/api/v1.1/game/641784/feed/live","S","2021","2021-03-02T18:07:00Z","2021-03-02",FALSE,1,TRUE,"N","E","N","14-641784-2021-03-02","2021","day",6,FALSE,1,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,2,FALSE,FALSE,7,0,2,".000",143,"Philadelphia Phillies","/api/v1/teams/143",4,TRUE,FALSE,6,2,0,"1.000",141,"Toronto Blue Jays","/api/v1/teams/141",2536,"TD Ballpark","/api/v1/venues/2536","/api/v1/game/641784/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",642065,"/api/v1.1/game/642065/feed/live","S","2021","2021-03-02T18:10:00Z","2021-03-02",FALSE,1,TRUE,"N","E","N","14-642065-2021-03-02","2021","day",7,FALSE,2,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,0,FALSE,FALSE,5,1,2,".333",117,"Houston Astros","/api/v1/teams/117",2,TRUE,FALSE,6,1,1,".500",121,"New York Mets","/api/v1/teams/121",2856,"Clover Park","/api/v1/venues/2856","/api/v1/game/642065/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",642178,"/api/v1.1/game/642178/feed/live","S","2021","2021-03-02T20:05:00Z","2021-03-02",FALSE,1,TRUE,"N","N","N","14-642178-2021-03-02","2021","day",7,FALSE,1,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,2,FALSE,FALSE,6,2,1,".667",118,"Kansas City Royals","/api/v1/teams/118",3,TRUE,FALSE,6,2,0,"1.000",112,"Chicago Cubs","/api/v1/teams/112",4629,"Sloan Park","/api/v1/venues/4629","/api/v1/game/642178/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",641540,"/api/v1.1/game/641540/feed/live","S","2021","2021-03-02T20:05:00Z","2021-03-02",TRUE,1,TRUE,"N","N","N","14-641540-2021-03-02","2021","day",6,FALSE,2,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","FT",FALSE,"F","Tied",5,NA,FALSE,6,0,1,".000",140,"Texas Rangers","/api/v1/teams/140",5,NA,FALSE,4,0,1,".000",145,"Chicago White Sox","/api/v1/teams/145",3809,"Camelback Ranch","/api/v1/venues/3809","/api/v1/game/641540/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",642208,"/api/v1.1/game/642208/feed/live","S","2021","2021-03-02T20:10:00Z","2021-03-02",FALSE,1,TRUE,"N","E","N","14-642208-2021-03-02","2021","day",8,FALSE,1,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,7,TRUE,FALSE,6,1,2,".333",135,"San Diego Padres","/api/v1/teams/135",2,FALSE,FALSE,6,0,3,".000",109,"Arizona Diamondbacks","/api/v1/teams/109",4249,"Salt River Fields at Talking Stick","/api/v1/venues/4249","/api/v1/game/642208/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",641980,"/api/v1.1/game/641980/feed/live","S","2021","2021-03-02T20:10:00Z","2021-03-02",FALSE,1,TRUE,"N","N","N","14-641980-2021-03-02","2021","day",8,FALSE,1,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Completed Early","FO",FALSE,"F",NA,6,TRUE,FALSE,5,2,1,".667",114,"Cleveland Indians","/api/v1/teams/114",1,FALSE,FALSE,6,1,1,".500",136,"Seattle Mariners","/api/v1/teams/136",2530,"Peoria Stadium","/api/v1/venues/2530","/api/v1/game/641980/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",641610,"/api/v1.1/game/641610/feed/live","S","2021","2021-03-02T20:10:00Z","2021-03-02",FALSE,1,TRUE,"N","N","N","14-641610-2021-03-02","2021","day",7,FALSE,1,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,2,TRUE,FALSE,7,2,1,".667",133,"Oakland Athletics","/api/v1/teams/133",1,FALSE,FALSE,8,2,1,".667",158,"Milwaukee Brewers","/api/v1/teams/158",2518,"American Family Fields of Phoenix","/api/v1/venues/2518","/api/v1/game/641610/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",642211,"/api/v1.1/game/642211/feed/live","S","2021","2021-03-03T01:05:00Z","2021-03-02",FALSE,1,TRUE,"N","N","N","14-642211-2021-03-02","2021","night",8,FALSE,1,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,5,FALSE,FALSE,7,1,1,".500",108,"Los Angeles Angels","/api/v1/teams/108",7,TRUE,FALSE,7,1,2,".333",113,"Cincinnati Reds","/api/v1/teams/113",3834,"Goodyear Ballpark","/api/v1/venues/3834","/api/v1/game/642211/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",641990,"/api/v1.1/game/641990/feed/live","S","2021","2021-03-03T02:05:00Z","2021-03-02",TRUE,1,TRUE,"N","N","N","14-641990-2021-03-02","2021","night",7,FALSE,1,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","FT",FALSE,"F","Tied",1,NA,FALSE,6,2,0,"1.000",119,"Los Angeles Dodgers","/api/v1/teams/119",1,NA,FALSE,6,0,1,".000",137,"San Francisco Giants","/api/v1/teams/137",2532,"Scottsdale Stadium","/api/v1/venues/2532","/api/v1/game/641990/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",641934,"/api/v1.1/game/641934/feed/live","S","2021","2021-03-03T18:05:00Z","2021-03-03",FALSE,1,TRUE,"N","E","N","14-641934-2021-03-03","2021","day",9,FALSE,1,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,9,FALSE,FALSE,7,1,2,".333",121,"New York Mets","/api/v1/teams/121",14,TRUE,FALSE,8,1,0,"1.000",138,"St. Louis Cardinals","/api/v1/teams/138",2520,"Roger Dean Chevrolet Stadium","/api/v1/venues/2520","/api/v1/game/641934/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",641896,"/api/v1.1/game/641896/feed/live","S","2021","2021-03-03T18:05:00Z","2021-03-03",FALSE,1,TRUE,"N","N","N","14-641896-2021-03-03","2021","day",6,FALSE,1,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,1,FALSE,FALSE,8,1,2,".333",134,"Pittsburgh Pirates","/api/v1/teams/134",3,TRUE,FALSE,10,2,2,".500",139,"Tampa Bay Rays","/api/v1/teams/139",2534,"Charlotte Sports Park","/api/v1/venues/2534","/api/v1/game/641896/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",641578,"/api/v1.1/game/641578/feed/live","S","2021","2021-03-03T18:05:00Z","2021-03-03",FALSE,1,TRUE,"N","E","N","14-641578-2021-03-03","2021","day",7,FALSE,1,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,14,TRUE,FALSE,9,2,2,".500",111,"Boston Red Sox","/api/v1/teams/111",6,FALSE,FALSE,8,2,2,".500",142,"Minnesota Twins","/api/v1/teams/142",2862,"Hammond Stadium","/api/v1/venues/2862","/api/v1/game/641578/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",642078,"/api/v1.1/game/642078/feed/live","S","2021","2021-03-03T18:05:00Z","2021-03-03",FALSE,1,TRUE,"N","E","N","14-642078-2021-03-03","2021","day",7,FALSE,2,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,4,TRUE,FALSE,8,1,2,".333",143,"Philadelphia Phillies","/api/v1/teams/143",2,FALSE,FALSE,9,2,2,".500",116,"Detroit Tigers","/api/v1/teams/116",2511,"Publix Field at Joker Marchant Stadium","/api/v1/venues/2511","/api/v1/game/642078/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",641582,"/api/v1.1/game/641582/feed/live","S","2021","2021-03-03T18:05:00Z","2021-03-03",FALSE,1,TRUE,"N","N","N","14-641582-2021-03-03","2021","day",7,FALSE,1,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,8,TRUE,FALSE,9,1,2,".333",110,"Baltimore Orioles","/api/v1/teams/110",1,FALSE,FALSE,9,2,2,".500",144,"Atlanta Braves","/api/v1/teams/144",5380,"CoolToday Park","/api/v1/venues/5380","/api/v1/game/641582/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",642053,"/api/v1.1/game/642053/feed/live","S","2021","2021-03-03T18:05:00Z","2021-03-03",FALSE,1,TRUE,"N","N","N","14-642053-2021-03-03","2021","day",9,FALSE,3,2,"Spring Training","S","N","Normal Game",120,"Final","F","Final","F",FALSE,"F",NA,8,TRUE,FALSE,6,3,0,"1.000",146,"Miami Marlins","/api/v1/teams/146",5,FALSE,FALSE,5,0,2,".000",120,"Washington Nationals","/api/v1/teams/120",5000,"The Ballpark of the Palm Beaches","/api/v1/venues/5000","/api/v1/game/642053/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",642194,"/api/v1.1/game/642194/feed/live","S","2021","2021-03-03T20:05:00Z","2021-03-03",FALSE,1,TRUE,"N","N","N","14-642194-2021-03-03","2021","day",7,FALSE,2,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,9,TRUE,FALSE,7,1,3,".250",109,"Arizona Diamondbacks","/api/v1/teams/109",4,FALSE,FALSE,7,2,2,".500",114,"Cleveland Indians","/api/v1/teams/114",3834,"Goodyear Ballpark","/api/v1/venues/3834","/api/v1/game/642194/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",642125,"/api/v1.1/game/642125/feed/live","S","2021","2021-03-03T20:05:00Z","2021-03-03",TRUE,1,TRUE,"N","N","N","14-642125-2021-03-03","2021","day",9,FALSE,1,1,"Spring Training","S","N","Normal Game",120,"Final","F","Final","FT",FALSE,"F","Tied",8,NA,FALSE,8,1,1,".500",136,"Seattle Mariners","/api/v1/teams/136",8,NA,FALSE,8,2,0,"1.000",112,"Chicago Cubs","/api/v1/teams/112",4629,"Sloan Park","/api/v1/venues/4629","/api/v1/game/642125/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",642168,"/api/v1.1/game/642168/feed/live","S","2021","2021-03-03T20:05:00Z","2021-03-03",FALSE,1,TRUE,"N","N","N","14-642168-2021-03-03","2021","day",6,FALSE,1,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,5,FALSE,FALSE,5,0,2,".000",145,"Chicago White Sox","/api/v1/teams/145",6,TRUE,FALSE,8,3,1,".750",118,"Kansas City Royals","/api/v1/teams/118",2603,"Surprise Stadium","/api/v1/venues/2603","/api/v1/game/642168/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",642098,"/api/v1.1/game/642098/feed/live","S","2021","2021-03-03T20:10:00Z","2021-03-03",FALSE,1,TRUE,"N","E","N","14-642098-2021-03-03","2021","day",7,FALSE,1,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,7,FALSE,FALSE,9,2,2,".500",133,"Oakland Athletics","/api/v1/teams/133",10,TRUE,FALSE,7,2,1,".667",115,"Colorado Rockies","/api/v1/teams/115",4249,"Salt River Fields at Talking Stick","/api/v1/venues/4249","/api/v1/game/642098/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",642226,"/api/v1.1/game/642226/feed/live","S","2021","2021-03-03T20:10:00Z","2021-03-03",FALSE,1,TRUE,"N","N","N","14-642226-2021-03-03","2021","day",6,FALSE,1,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,2,FALSE,FALSE,7,0,2,".000",140,"Texas Rangers","/api/v1/teams/140",6,TRUE,FALSE,9,2,1,".667",108,"Los Angeles Angels","/api/v1/teams/108",2500,"Tempe Diablo Stadium","/api/v1/venues/2500","/api/v1/game/642226/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",642036,"/api/v1.1/game/642036/feed/live","S","2021","2021-03-03T20:10:00Z","2021-03-03",FALSE,1,TRUE,"N","N","N","14-642036-2021-03-03","2021","day",8,FALSE,1,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,8,TRUE,FALSE,10,3,1,".750",158,"Milwaukee Brewers","/api/v1/teams/158",5,FALSE,FALSE,9,1,3,".250",135,"San Diego Padres","/api/v1/teams/135",2530,"Peoria Stadium","/api/v1/venues/2530","/api/v1/game/642036/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",641814,"/api/v1.1/game/641814/feed/live","S","2021","2021-03-03T23:35:00Z","2021-03-03",FALSE,1,TRUE,"N","E","N","14-641814-2021-03-03","2021","night",7,FALSE,1,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,1,FALSE,FALSE,10,2,1,".667",141,"Toronto Blue Jays","/api/v1/teams/141",4,TRUE,FALSE,9,3,1,".750",147,"New York Yankees","/api/v1/teams/147",2523,"George M. Steinbrenner Field","/api/v1/venues/2523","/api/v1/game/641814/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",642129,"/api/v1.1/game/642129/feed/live","S","2021","2021-03-04T01:05:00Z","2021-03-03",TRUE,1,TRUE,"N","N","N","14-642129-2021-03-03","2021","night",7,FALSE,1,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","FT",FALSE,"F","Tied",4,NA,FALSE,8,1,2,".333",113,"Cincinnati Reds","/api/v1/teams/113",4,NA,FALSE,7,2,0,"1.000",119,"Los Angeles Dodgers","/api/v1/teams/119",3809,"Camelback Ranch","/api/v1/venues/3809","/api/v1/game/642129/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",642142,"/api/v1.1/game/642142/feed/live","S","2021","2021-03-04T18:05:00Z","2021-03-04",FALSE,1,TRUE,"N","N","N","14-642142-2021-03-04","2021","day",6,FALSE,1,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,3,FALSE,FALSE,10,2,3,".400",111,"Boston Red Sox","/api/v1/teams/111",6,TRUE,FALSE,12,2,2,".500",110,"Baltimore Orioles","/api/v1/teams/110",2508,"Ed Smith Stadium","/api/v1/venues/2508","/api/v1/game/642142/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",642077,"/api/v1.1/game/642077/feed/live","S","2021","2021-03-04T18:05:00Z","2021-03-04",FALSE,1,TRUE,"N","E","N","14-642077-2021-03-04","2021","day",7,FALSE,1,1,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,2,FALSE,FALSE,12,2,2,".500",141,"Toronto Blue Jays","/api/v1/teams/141",8,TRUE,FALSE,11,3,2,".600",116,"Detroit Tigers","/api/v1/teams/116",2511,"Publix Field at Joker Marchant Stadium","/api/v1/venues/2511","/api/v1/game/642077/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",641567,"/api/v1.1/game/641567/feed/live","S","2021","2021-03-04T18:05:00Z","2021-03-04",FALSE,1,TRUE,"N","E","N","14-641567-2021-03-04","2021","day",7,FALSE,2,2,"Spring Training","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,5,TRUE,FALSE,12,3,2,".600",139,"Tampa Bay Rays","/api/v1/teams/139",2,FALSE,FALSE,9,2,3,".400",142,"Minnesota Twins","/api/v1/teams/142",2862,"Hammond Stadium","/api/v1/venues/2862","/api/v1/game/641567/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
