"","game_pk","link","gameType","season","gameDate","officialDate","isTie","gameNumber","publicFacing","doubleHeader","gamedayType","tiebreaker","calendarEventID","seasonDisplay","dayNight","scheduledInnings","reverseHomeAwayStatus","inningBreakLength","gamesInSeries","seriesGameNumber","seriesDescription","recordSource","ifNecessary","ifNecessaryDescription","description","status.abstractGameState","status.codedGameState","status.detailedState","status.statusCode","status.startTimeTBD","status.abstractGameCode","status.reason","teams.away.score","teams.away.isWinner","teams.away.splitSquad","teams.away.seriesNumber","teams.away.leagueRecord.wins","teams.away.leagueRecord.losses","teams.away.leagueRecord.pct","teams.away.team.id","teams.away.team.name","teams.away.team.link","teams.home.score","teams.home.isWinner","teams.home.splitSquad","teams.home.seriesNumber","teams.home.leagueRecord.wins","teams.home.leagueRecord.losses","teams.home.leagueRecord.pct","teams.home.team.id","teams.home.team.name","teams.home.team.link","venue.id","venue.name","venue.link","content.link","rescheduleDate","rescheduleGameDate","rescheduledFrom","rescheduledFromDate","resumeDate","resumeGameDate","resumedFrom","resumedFromDate"
"1902",574130,"/api/v1.1/game/574130/feed/live","R","2019","2019-08-13T23:05:00Z","2019-08-13",FALSE,1,TRUE,"N","Y","N","44-574130-2019-08-13","2019","night",9,FALSE,120,3,2,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,7,TRUE,FALSE,35,70,46,".603",448,"Hickory Crawdads","/api/v1/teams/448",5,FALSE,FALSE,35,58,62,".483",495,"Lexington Legends","/api/v1/teams/495",2727,"Whitaker Bank Ballpark","/api/v1/venues/2727","/api/v1/game/574130/content",NA,NA,NA,NA,NA,NA,NA,NA
"1903",573635,"/api/v1.1/game/573635/feed/live","R","2019","2019-08-13T23:05:00Z","2019-08-13",FALSE,1,TRUE,"N","Y","N","44-573635-2019-08-13","2019","night",9,FALSE,120,3,2,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,9,FALSE,FALSE,35,62,59,".512",525,"West Virginia Power","/api/v1/teams/525",10,TRUE,FALSE,35,80,39,".672",548,"Delmarva Shorebirds","/api/v1/teams/548",2729,"Arthur W. Perdue Stadium","/api/v1/venues/2729","/api/v1/game/573635/content",NA,NA,NA,NA,NA,NA,NA,NA
"1904",573842,"/api/v1.1/game/573842/feed/live","R","2019","2019-08-13T23:05:00Z","2019-08-13",FALSE,1,TRUE,"N","Y","N","44-573842-2019-08-13","2019","night",9,FALSE,120,3,2,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,6,TRUE,FALSE,35,50,69,".420",427,"Lakewood BlueClaws","/api/v1/teams/427",3,FALSE,FALSE,35,54,67,".446",563,"Hagerstown Suns","/api/v1/teams/563",2816,"Municipal Stadium","/api/v1/venues/2816","/api/v1/game/573842/content",NA,NA,NA,NA,NA,NA,NA,NA
"1905",573354,"/api/v1.1/game/573354/feed/live","R","2019","2019-08-13T23:05:00Z","2019-08-13",FALSE,1,TRUE,"N","Y","N","44-573354-2019-08-13","2019","night",9,FALSE,120,3,2,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,13,TRUE,FALSE,35,56,64,".467",432,"Rome Braves","/api/v1/teams/432",8,FALSE,FALSE,35,57,64,".471",573,"Asheville Tourists","/api/v1/teams/573",2807,"McCormick Field","/api/v1/venues/2807","/api/v1/game/573354/content",NA,NA,NA,NA,NA,NA,NA,NA
"1906",573492,"/api/v1.1/game/573492/feed/live","R","2019","2019-08-13T23:05:00Z","2019-08-13",FALSE,1,TRUE,"N","Y","N","44-573492-2019-08-13","2019","night",9,FALSE,120,3,2,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,0,FALSE,FALSE,35,47,70,".402",3705,"Columbia Fireflies","/api/v1/teams/3705",1,TRUE,FALSE,35,63,58,".521",233,"Charleston RiverDogs","/api/v1/teams/233",2540,"Joseph P. Riley Jr. Ballpark","/api/v1/venues/2540","/api/v1/game/573492/content",NA,NA,NA,NA,NA,NA,NA,NA
"1907",574131,"/api/v1.1/game/574131/feed/live","R","2019","2019-08-14T16:05:00Z","2019-08-14",FALSE,1,TRUE,"N","Y","N","44-574131-2019-08-14","2019","day",9,FALSE,120,3,3,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,11,TRUE,FALSE,35,71,46,".607",448,"Hickory Crawdads","/api/v1/teams/448",1,FALSE,FALSE,35,58,63,".479",495,"Lexington Legends","/api/v1/teams/495",2727,"Whitaker Bank Ballpark","/api/v1/venues/2727","/api/v1/game/574131/content",NA,NA,NA,NA,NA,NA,NA,NA
"1908",573843,"/api/v1.1/game/573843/feed/live","R","2019","2019-08-14T18:05:00Z","2019-08-14",FALSE,1,TRUE,"N","N","N","44-573843-2019-08-14","2019","day",9,FALSE,120,3,3,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,5,TRUE,FALSE,35,51,69,".425",427,"Lakewood BlueClaws","/api/v1/teams/427",1,FALSE,FALSE,35,54,68,".443",563,"Hagerstown Suns","/api/v1/teams/563",2816,"Municipal Stadium","/api/v1/venues/2816","/api/v1/game/573843/content",NA,NA,NA,NA,NA,NA,NA,NA
"1909",573985,"/api/v1.1/game/573985/feed/live","R","2019","2019-08-14T23:00:00Z","2019-08-14",FALSE,1,TRUE,"N","Y","N","44-573985-2019-08-14","2019","night",9,FALSE,120,3,3,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,0,FALSE,FALSE,35,71,49,".592",477,"Greensboro Grasshoppers","/api/v1/teams/477",10,TRUE,FALSE,35,54,66,".450",487,"Kannapolis Intimidators","/api/v1/teams/487",2764,"Intimidators Stadium","/api/v1/venues/2764","/api/v1/game/573985/content",NA,NA,NA,NA,NA,NA,NA,NA
"1910",577654,"/api/v1.1/game/577654/feed/live","R","2019","2019-08-14T23:00:00Z","2019-08-14",FALSE,1,TRUE,"N","Y","N","44-577654-2019-08-14","2019","night",9,FALSE,120,3,1,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,6,TRUE,FALSE,37,65,54,".546",550,"South Bend Cubs","/api/v1/teams/550",1,FALSE,FALSE,37,66,54,".550",437,"Lake County Captains","/api/v1/teams/437",2759,"Classic Park","/api/v1/venues/2759","/api/v1/game/577654/content",NA,NA,NA,NA,NA,NA,NA,NA
"1911",573423,"/api/v1.1/game/573423/feed/live","R","2019","2019-08-14T23:05:00Z","2019-08-14",FALSE,1,TRUE,"N","Y","N","44-573423-2019-08-14","2019","night",9,FALSE,120,3,3,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",NA,0,FALSE,FALSE,35,51,70,".421",428,"Greenville Drive","/api/v1/teams/428",5,TRUE,FALSE,35,65,55,".542",478,"Augusta GreenJackets","/api/v1/teams/478",5345,"SRP Park","/api/v1/venues/5345","/api/v1/game/573423/content",NA,NA,NA,NA,NA,NA,NA,NA
