"","game_pk","link","gameType","season","gameDate","officialDate","isTie","gameNumber","publicFacing","doubleHeader","gamedayType","tiebreaker","calendarEventID","seasonDisplay","dayNight","scheduledInnings","reverseHomeAwayStatus","inningBreakLength","gamesInSeries","seriesGameNumber","seriesDescription","recordSource","ifNecessary","ifNecessaryDescription","description","resumeDate","resumeGameDate","rescheduleDate","rescheduleGameDate","status.abstractGameState","status.codedGameState","status.detailedState","status.statusCode","status.startTimeTBD","status.abstractGameCode","status.reason","teams.away.score","teams.away.isWinner","teams.away.splitSquad","teams.away.seriesNumber","teams.away.leagueRecord.wins","teams.away.leagueRecord.losses","teams.away.leagueRecord.pct","teams.away.team.id","teams.away.team.name","teams.away.team.link","teams.home.score","teams.home.isWinner","teams.home.splitSquad","teams.home.seriesNumber","teams.home.leagueRecord.wins","teams.home.leagueRecord.losses","teams.home.leagueRecord.pct","teams.home.team.id","teams.home.team.name","teams.home.team.link","venue.id","venue.name","venue.link","content.link","resumedFrom","resumedFromDate","rescheduledFrom","rescheduledFromDate"
"1",649046,"/api/v1.1/game/649046/feed/live","R","2021","2021-05-04T22:05:00Z","2021-05-04",FALSE,1,TRUE,"N","E","N","44-649046-2021-05-04","2021","night",9,FALSE,120,6,1,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,6,TRUE,FALSE,1,1,0,"1.000",509,"Fort Myers Mighty Mussels","/api/v1/teams/509",3,FALSE,FALSE,1,0,1,".000",3390,"Bradenton Marauders","/api/v1/teams/3390",2526,"LECOM Park","/api/v1/venues/2526","/api/v1/game/649046/content",NA,NA,NA,NA
"2",648400,"/api/v1.1/game/648400/feed/live","R","2021","2021-05-04T22:10:00Z","2021-05-04",FALSE,1,TRUE,"N","E","N","44-648400-2021-05-04","2021","night",9,FALSE,120,6,1,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,3,FALSE,FALSE,1,0,1,".000",479,"Jupiter Hammerheads","/api/v1/teams/479",13,TRUE,FALSE,1,1,0,"1.000",507,"St. Lucie Mets","/api/v1/teams/507",2856,"Clover Park","/api/v1/venues/2856","/api/v1/game/648400/content",NA,NA,NA,NA
"3",648568,"/api/v1.1/game/648568/feed/live","R","2021","2021-05-04T22:30:00Z","2021-05-04",FALSE,1,TRUE,"N","E","N","44-648568-2021-05-04","2021","night",9,FALSE,120,6,1,"Regular Season","S","N","Normal Game","Not open to public",NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,3,FALSE,FALSE,1,0,1,".000",450,"Daytona Tortugas","/api/v1/teams/450",4,TRUE,FALSE,1,1,0,"1.000",279,"Palm Beach Cardinals","/api/v1/teams/279",2520,"Roger Dean Chevrolet Stadium","/api/v1/venues/2520","/api/v1/game/648568/content",NA,NA,NA,NA
"4",649141,"/api/v1.1/game/649141/feed/live","R","2021","2021-05-04T22:30:00Z","2021-05-04",FALSE,1,TRUE,"N","Y","N","44-649141-2021-05-04","2021","night",9,FALSE,120,6,1,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,3,FALSE,FALSE,1,0,1,".000",436,"Fredericksburg Nationals","/api/v1/teams/436",16,TRUE,FALSE,1,1,0,"1.000",481,"Lynchburg Hillcats","/api/v1/teams/481",2803,"Bank of the James Stadium","/api/v1/venues/2803","/api/v1/game/649141/content",NA,NA,NA,NA
"5",648343,"/api/v1.1/game/648343/feed/live","R","2021","2021-05-04T22:30:00Z","2021-05-04",FALSE,1,TRUE,"N","E","N","44-648343-2021-05-04","2021","night",9,FALSE,120,6,1,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,7,FALSE,FALSE,1,0,1,".000",424,"Dunedin Blue Jays","/api/v1/teams/424",11,TRUE,FALSE,1,1,0,"1.000",587,"Tampa Tarpons","/api/v1/teams/587",2523,"George M. Steinbrenner Field","/api/v1/venues/2523","/api/v1/game/648343/content",NA,NA,NA,NA
"6",649101,"/api/v1.1/game/649101/feed/live","R","2021","2021-05-04T23:00:00Z","2021-05-04",FALSE,1,TRUE,"N","Y","N","44-649101-2021-05-04","2021","night",9,FALSE,120,6,1,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,8,TRUE,FALSE,1,1,0,"1.000",485,"Down East Wood Ducks","/api/v1/teams/485",4,FALSE,FALSE,1,0,1,".000",487,"Kannapolis Cannon Ballers","/api/v1/teams/487",2764,"Atrium Health Ballpark","/api/v1/venues/2764","/api/v1/game/649101/content",NA,NA,NA,NA
"7",648851,"/api/v1.1/game/648851/feed/live","R","2021","2021-05-04T23:00:00Z","2021-05-04",FALSE,1,TRUE,"N","E","N","44-648851-2021-05-04","2021","night",9,FALSE,120,6,1,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,8,TRUE,FALSE,1,1,0,"1.000",570,"Lakeland Flying Tigers","/api/v1/teams/570",2,FALSE,FALSE,1,0,1,".000",566,"Clearwater Threshers","/api/v1/teams/566",2700,"BayCare Ballpark","/api/v1/venues/2700","/api/v1/game/648851/content",NA,NA,NA,NA
"8",649545,"/api/v1.1/game/649545/feed/live","R","2021","2021-05-04T23:00:00Z","2021-05-04",FALSE,1,TRUE,"N","Y","N","44-649545-2021-05-04","2021","night",9,FALSE,120,6,1,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,5,FALSE,FALSE,1,0,1,".000",3712,"Fayetteville Woodpeckers","/api/v1/teams/3712",6,TRUE,FALSE,1,1,0,"1.000",249,"Carolina Mudcats","/api/v1/teams/249",2625,"Five County Stadium","/api/v1/venues/2625","/api/v1/game/649545/content",NA,NA,NA,NA
"9",649477,"/api/v1.1/game/649477/feed/live","R","2021","2021-05-04T23:05:00Z","2021-05-04",FALSE,1,TRUE,"N","Y","N","44-649477-2021-05-04","2021","night",9,FALSE,120,6,1,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,3,FALSE,FALSE,1,0,1,".000",521,"Myrtle Beach Pelicans","/api/v1/teams/521",6,TRUE,FALSE,1,1,0,"1.000",233,"Charleston RiverDogs","/api/v1/teams/233",2540,"Joseph P. Riley Jr. Ballpark","/api/v1/venues/2540","/api/v1/game/649477/content",NA,NA,NA,NA
"10",649341,"/api/v1.1/game/649341/feed/live","R","2021","2021-05-04T23:05:00Z","2021-05-04",FALSE,1,TRUE,"N","Y","N","44-649341-2021-05-04","2021","night",9,FALSE,NA,6,1,"Regular Season","S","N","Normal Game",NA,"2021-05-05T21:05:00Z","2021-05-05",NA,NA,"Final","F","Final","F",FALSE,"F",NA,4,FALSE,FALSE,1,0,1,".000",414,"Salem Red Sox","/api/v1/teams/414",7,TRUE,FALSE,1,1,0,"1.000",548,"Delmarva Shorebirds","/api/v1/teams/548",2729,"Arthur W. Perdue Stadium","/api/v1/venues/2729","/api/v1/game/649341/content",NA,NA,NA,NA
"11",647848,"/api/v1.1/game/647848/feed/live","R","2021","2021-05-05T01:00:00Z","2021-05-04",FALSE,1,TRUE,"N","Y","N","44-647848-2021-05-04","2021","night",9,FALSE,120,6,1,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,8,TRUE,FALSE,1,1,0,"1.000",103,"Lake Elsinore Storm","/api/v1/teams/103",7,FALSE,FALSE,1,0,1,".000",516,"Visalia Rawhide","/api/v1/teams/516",2835,"Valley Strong Ballpark","/api/v1/venues/2835","/api/v1/game/647848/content",NA,NA,NA,NA
"12",648015,"/api/v1.1/game/648015/feed/live","R","2021","2021-05-05T01:30:00Z","2021-05-04",FALSE,1,TRUE,"N","Y","N","44-648015-2021-05-04","2021","night",9,FALSE,120,6,1,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,5,TRUE,FALSE,1,1,0,"1.000",259,"Fresno Grizzlies","/api/v1/teams/259",3,FALSE,FALSE,1,0,1,".000",476,"San Jose Giants","/api/v1/teams/476",2815,"Excite Ballpark","/api/v1/venues/2815","/api/v1/game/648015/content",NA,NA,NA,NA
"13",648076,"/api/v1.1/game/648076/feed/live","R","2021","2021-05-05T02:05:00Z","2021-05-04",FALSE,1,TRUE,"N","Y","N","44-648076-2021-05-04","2021","night",9,FALSE,120,6,1,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,0,FALSE,FALSE,1,0,1,".000",524,"Stockton Ports","/api/v1/teams/524",3,TRUE,FALSE,1,1,0,"1.000",515,"Modesto Nuts","/api/v1/teams/515",2791,"John Thurman Field","/api/v1/venues/2791","/api/v1/game/648076/content",NA,NA,NA,NA
"14",648196,"/api/v1.1/game/648196/feed/live","R","2021","2021-05-05T02:05:00Z","2021-05-04",FALSE,1,TRUE,"N","Y","N","44-648196-2021-05-04","2021","night",9,FALSE,120,5,1,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,3,TRUE,FALSE,1,1,0,"1.000",526,"Rancho Cucamonga Quakes","/api/v1/teams/526",1,FALSE,FALSE,1,0,1,".000",401,"Inland Empire 66ers","/api/v1/teams/401",2728,"San Manuel Stadium","/api/v1/venues/2728","/api/v1/game/648196/content",NA,NA,NA,NA
"15",649646,"/api/v1.1/game/649646/feed/live","R","2021","2021-05-04T23:05:00Z","2021-05-06",NA,1,TRUE,"N","Y","N","44-649646-2021-05-04","2021","night",7,FALSE,NA,6,1,"Regular Season","S","N","Normal Game",NA,NA,NA,"2021-05-06T21:10:00Z","2021-05-06","Final","D","Postponed","DI",FALSE,"F","Inclement Weather",NA,NA,FALSE,1,0,2,".000",3705,"Columbia Fireflies","/api/v1/teams/3705",NA,NA,FALSE,1,2,0,"1.000",478,"Augusta GreenJackets","/api/v1/teams/478",5345,"SRP Park","/api/v1/venues/5345","/api/v1/game/649646/content",NA,NA,NA,NA
"16",648566,"/api/v1.1/game/648566/feed/live","R","2021","2021-05-05T16:00:00Z","2021-05-05",FALSE,1,TRUE,"N","E","N","44-648566-2021-05-05","2021","day",9,FALSE,120,6,2,"Regular Season","S","N","Normal Game","Not open to public",NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,12,TRUE,FALSE,1,1,1,".500",450,"Daytona Tortugas","/api/v1/teams/450",4,FALSE,FALSE,1,1,1,".500",279,"Palm Beach Cardinals","/api/v1/teams/279",2520,"Roger Dean Chevrolet Stadium","/api/v1/venues/2520","/api/v1/game/648566/content",NA,NA,NA,NA
"17",649476,"/api/v1.1/game/649476/feed/live","R","2021","2021-05-05T16:05:00Z","2021-05-05",FALSE,1,TRUE,"N","Y","N","44-649476-2021-05-05","2021","day",9,FALSE,120,6,2,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,2,FALSE,FALSE,1,0,2,".000",521,"Myrtle Beach Pelicans","/api/v1/teams/521",8,TRUE,FALSE,1,2,0,"1.000",233,"Charleston RiverDogs","/api/v1/teams/233",2540,"Joseph P. Riley Jr. Ballpark","/api/v1/venues/2540","/api/v1/game/649476/content",NA,NA,NA,NA
"18",648415,"/api/v1.1/game/648415/feed/live","R","2021","2021-05-05T16:10:00Z","2021-05-05",FALSE,1,TRUE,"N","E","N","44-648415-2021-05-05","2021","day",9,FALSE,NA,6,2,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,6,TRUE,FALSE,1,1,1,".500",479,"Jupiter Hammerheads","/api/v1/teams/479",5,FALSE,FALSE,1,1,1,".500",507,"St. Lucie Mets","/api/v1/teams/507",2856,"Clover Park","/api/v1/venues/2856","/api/v1/game/648415/content",NA,NA,NA,NA
"19",649341,"/api/v1.1/game/649341/feed/live","R","2021","2021-05-05T21:05:00Z","2021-05-04",FALSE,1,TRUE,"N","Y","N","44-649341-2021-05-05","2021","night",9,FALSE,NA,6,2,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,4,FALSE,FALSE,1,0,1,".000",414,"Salem Red Sox","/api/v1/teams/414",7,TRUE,FALSE,1,1,0,"1.000",548,"Delmarva Shorebirds","/api/v1/teams/548",2729,"Arthur W. Perdue Stadium","/api/v1/venues/2729","/api/v1/game/649341/content","2021-05-04T23:05:00Z","2021-05-04",NA,NA
"20",648996,"/api/v1.1/game/648996/feed/live","R","2021","2021-05-05T22:05:00Z","2021-05-05",FALSE,1,TRUE,"N","E","N","44-648996-2021-05-05","2021","night",9,FALSE,120,6,2,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,13,TRUE,FALSE,1,2,0,"1.000",509,"Fort Myers Mighty Mussels","/api/v1/teams/509",4,FALSE,FALSE,1,0,2,".000",3390,"Bradenton Marauders","/api/v1/teams/3390",2526,"LECOM Park","/api/v1/venues/2526","/api/v1/game/648996/content",NA,NA,NA,NA
"21",649108,"/api/v1.1/game/649108/feed/live","R","2021","2021-05-05T22:30:00Z","2021-05-05",FALSE,1,TRUE,"N","Y","N","44-649108-2021-05-05","2021","night",9,FALSE,120,6,2,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,3,FALSE,FALSE,1,0,2,".000",436,"Fredericksburg Nationals","/api/v1/teams/436",19,TRUE,FALSE,1,2,0,"1.000",481,"Lynchburg Hillcats","/api/v1/teams/481",2803,"Bank of the James Stadium","/api/v1/venues/2803","/api/v1/game/649108/content",NA,NA,NA,NA
"22",648348,"/api/v1.1/game/648348/feed/live","R","2021","2021-05-05T22:30:00Z","2021-05-05",FALSE,1,TRUE,"N","E","N","44-648348-2021-05-05","2021","night",9,FALSE,120,6,2,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,9,FALSE,FALSE,1,0,2,".000",424,"Dunedin Blue Jays","/api/v1/teams/424",19,TRUE,FALSE,1,2,0,"1.000",587,"Tampa Tarpons","/api/v1/teams/587",2523,"George M. Steinbrenner Field","/api/v1/venues/2523","/api/v1/game/648348/content",NA,NA,NA,NA
"23",649099,"/api/v1.1/game/649099/feed/live","R","2021","2021-05-05T23:00:00Z","2021-05-05",FALSE,1,TRUE,"N","Y","N","44-649099-2021-05-05","2021","night",9,FALSE,120,6,2,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,8,TRUE,FALSE,1,2,0,"1.000",485,"Down East Wood Ducks","/api/v1/teams/485",7,FALSE,FALSE,1,0,2,".000",487,"Kannapolis Cannon Ballers","/api/v1/teams/487",2764,"Atrium Health Ballpark","/api/v1/venues/2764","/api/v1/game/649099/content",NA,NA,NA,NA
"24",648857,"/api/v1.1/game/648857/feed/live","R","2021","2021-05-05T23:00:00Z","2021-05-05",FALSE,1,TRUE,"N","E","N","44-648857-2021-05-05","2021","night",9,FALSE,120,6,2,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,11,FALSE,FALSE,1,1,1,".500",570,"Lakeland Flying Tigers","/api/v1/teams/570",13,TRUE,FALSE,1,1,1,".500",566,"Clearwater Threshers","/api/v1/teams/566",2700,"BayCare Ballpark","/api/v1/venues/2700","/api/v1/game/648857/content",NA,NA,NA,NA
"25",649534,"/api/v1.1/game/649534/feed/live","R","2021","2021-05-05T23:00:00Z","2021-05-05",FALSE,1,TRUE,"N","Y","N","44-649534-2021-05-05","2021","night",9,FALSE,120,6,2,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,3,FALSE,FALSE,1,0,2,".000",3712,"Fayetteville Woodpeckers","/api/v1/teams/3712",5,TRUE,FALSE,1,2,0,"1.000",249,"Carolina Mudcats","/api/v1/teams/249",2625,"Five County Stadium","/api/v1/venues/2625","/api/v1/game/649534/content",NA,NA,NA,NA
"26",649611,"/api/v1.1/game/649611/feed/live","R","2021","2021-05-05T23:05:00Z","2021-05-05",FALSE,1,TRUE,"N","Y","N","44-649611-2021-05-05","2021","night",9,FALSE,120,6,1,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,1,FALSE,FALSE,1,0,1,".000",3705,"Columbia Fireflies","/api/v1/teams/3705",8,TRUE,FALSE,1,1,0,"1.000",478,"Augusta GreenJackets","/api/v1/teams/478",5345,"SRP Park","/api/v1/venues/5345","/api/v1/game/649611/content",NA,NA,NA,NA
"27",647853,"/api/v1.1/game/647853/feed/live","R","2021","2021-05-06T01:00:00Z","2021-05-05",FALSE,1,TRUE,"N","Y","N","44-647853-2021-05-05","2021","night",9,FALSE,120,6,2,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,11,TRUE,FALSE,1,2,0,"1.000",103,"Lake Elsinore Storm","/api/v1/teams/103",5,FALSE,FALSE,1,0,2,".000",516,"Visalia Rawhide","/api/v1/teams/516",2835,"Valley Strong Ballpark","/api/v1/venues/2835","/api/v1/game/647853/content",NA,NA,NA,NA
"28",649331,"/api/v1.1/game/649331/feed/live","R","2021","2021-05-06T01:13:00Z","2021-05-05",FALSE,1,TRUE,"N","Y","N","44-649331-2021-05-05","2021","night",7,FALSE,NA,6,2,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,6,TRUE,FALSE,1,1,1,".500",414,"Salem Red Sox","/api/v1/teams/414",1,FALSE,FALSE,1,1,1,".500",548,"Delmarva Shorebirds","/api/v1/teams/548",2729,"Arthur W. Perdue Stadium","/api/v1/venues/2729","/api/v1/game/649331/content",NA,NA,NA,NA
"29",648011,"/api/v1.1/game/648011/feed/live","R","2021","2021-05-06T01:30:00Z","2021-05-05",FALSE,1,TRUE,"N","Y","N","44-648011-2021-05-05","2021","night",9,FALSE,120,6,2,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,10,TRUE,FALSE,1,2,0,"1.000",259,"Fresno Grizzlies","/api/v1/teams/259",4,FALSE,FALSE,1,0,2,".000",476,"San Jose Giants","/api/v1/teams/476",2815,"Excite Ballpark","/api/v1/venues/2815","/api/v1/game/648011/content",NA,NA,NA,NA
"30",648074,"/api/v1.1/game/648074/feed/live","R","2021","2021-05-06T02:05:00Z","2021-05-05",FALSE,1,TRUE,"N","Y","N","44-648074-2021-05-05","2021","night",9,FALSE,120,6,2,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,8,TRUE,FALSE,1,1,1,".500",524,"Stockton Ports","/api/v1/teams/524",3,FALSE,FALSE,1,1,1,".500",515,"Modesto Nuts","/api/v1/teams/515",2791,"John Thurman Field","/api/v1/venues/2791","/api/v1/game/648074/content",NA,NA,NA,NA
"31",648195,"/api/v1.1/game/648195/feed/live","R","2021","2021-05-06T02:05:00Z","2021-05-05",FALSE,1,TRUE,"N","Y","N","44-648195-2021-05-05","2021","night",9,FALSE,120,5,2,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,12,TRUE,FALSE,1,2,0,"1.000",526,"Rancho Cucamonga Quakes","/api/v1/teams/526",6,FALSE,FALSE,1,0,2,".000",401,"Inland Empire 66ers","/api/v1/teams/401",2728,"San Manuel Stadium","/api/v1/venues/2728","/api/v1/game/648195/content",NA,NA,NA,NA
"32",649607,"/api/v1.1/game/649607/feed/live","R","2021","2021-05-06T21:05:00Z","2021-05-06",FALSE,1,TRUE,"Y","Y","N","44-649607-2021-05-06","2021","night",7,FALSE,NA,6,2,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,0,FALSE,FALSE,1,0,2,".000",3705,"Columbia Fireflies","/api/v1/teams/3705",1,TRUE,FALSE,1,2,0,"1.000",478,"Augusta GreenJackets","/api/v1/teams/478",5345,"SRP Park","/api/v1/venues/5345","/api/v1/game/649607/content",NA,NA,NA,NA
"33",649646,"/api/v1.1/game/649646/feed/live","R","2021","2021-05-06T21:10:00Z","2021-05-06",FALSE,2,TRUE,"Y","Y","N","44-649646-2021-05-06","2021","night",7,FALSE,NA,6,3,"Regular Season","S","N","Normal Game","Make-up of 5/4 PPD",NA,NA,NA,NA,"Final","F","Final","F",TRUE,"F",NA,5,TRUE,FALSE,1,1,2,".333",3705,"Columbia Fireflies","/api/v1/teams/3705",0,FALSE,FALSE,1,2,1,".667",478,"Augusta GreenJackets","/api/v1/teams/478",5345,"SRP Park","/api/v1/venues/5345","/api/v1/game/649646/content",NA,NA,"2021-05-04T23:05:00Z","2021-05-04"
"34",648995,"/api/v1.1/game/648995/feed/live","R","2021","2021-05-06T22:05:00Z","2021-05-06",FALSE,1,TRUE,"N","E","N","44-648995-2021-05-06","2021","night",9,FALSE,120,6,3,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,1,FALSE,FALSE,1,2,1,".667",509,"Fort Myers Mighty Mussels","/api/v1/teams/509",3,TRUE,FALSE,1,1,2,".333",3390,"Bradenton Marauders","/api/v1/teams/3390",2526,"LECOM Park","/api/v1/venues/2526","/api/v1/game/648995/content",NA,NA,NA,NA
"35",648412,"/api/v1.1/game/648412/feed/live","R","2021","2021-05-06T22:10:00Z","2021-05-06",FALSE,1,TRUE,"N","E","N","44-648412-2021-05-06","2021","night",9,FALSE,120,6,3,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,0,FALSE,FALSE,1,1,2,".333",479,"Jupiter Hammerheads","/api/v1/teams/479",9,TRUE,FALSE,1,2,1,".667",507,"St. Lucie Mets","/api/v1/teams/507",2856,"Clover Park","/api/v1/venues/2856","/api/v1/game/648412/content",NA,NA,NA,NA
"36",649110,"/api/v1.1/game/649110/feed/live","R","2021","2021-05-06T22:30:00Z","2021-05-06",FALSE,1,TRUE,"N","Y","N","44-649110-2021-05-06","2021","night",9,FALSE,120,6,3,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,2,FALSE,FALSE,1,0,3,".000",436,"Fredericksburg Nationals","/api/v1/teams/436",8,TRUE,FALSE,1,3,0,"1.000",481,"Lynchburg Hillcats","/api/v1/teams/481",2803,"Bank of the James Stadium","/api/v1/venues/2803","/api/v1/game/649110/content",NA,NA,NA,NA
"37",648352,"/api/v1.1/game/648352/feed/live","R","2021","2021-05-06T22:30:00Z","2021-05-06",FALSE,1,TRUE,"N","E","N","44-648352-2021-05-06","2021","night",9,FALSE,120,6,3,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,6,FALSE,FALSE,1,0,3,".000",424,"Dunedin Blue Jays","/api/v1/teams/424",10,TRUE,FALSE,1,3,0,"1.000",587,"Tampa Tarpons","/api/v1/teams/587",2523,"George M. Steinbrenner Field","/api/v1/venues/2523","/api/v1/game/648352/content",NA,NA,NA,NA
"38",649100,"/api/v1.1/game/649100/feed/live","R","2021","2021-05-06T23:00:00Z","2021-05-06",FALSE,1,TRUE,"N","Y","N","44-649100-2021-05-06","2021","night",9,FALSE,120,6,3,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,6,TRUE,FALSE,1,3,0,"1.000",485,"Down East Wood Ducks","/api/v1/teams/485",1,FALSE,FALSE,1,0,3,".000",487,"Kannapolis Cannon Ballers","/api/v1/teams/487",2764,"Atrium Health Ballpark","/api/v1/venues/2764","/api/v1/game/649100/content",NA,NA,NA,NA
"39",647119,"/api/v1.1/game/647119/feed/live","R","2021","2021-05-06T23:00:00Z","2021-05-06",FALSE,1,TRUE,"N","E","N","44-647119-2021-05-06","2021","night",9,FALSE,120,6,3,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,0,FALSE,FALSE,1,1,2,".333",570,"Lakeland Flying Tigers","/api/v1/teams/570",5,TRUE,FALSE,1,2,1,".667",566,"Clearwater Threshers","/api/v1/teams/566",2700,"BayCare Ballpark","/api/v1/venues/2700","/api/v1/game/647119/content",NA,NA,NA,NA
"40",649516,"/api/v1.1/game/649516/feed/live","R","2021","2021-05-06T23:00:00Z","2021-05-06",FALSE,1,TRUE,"N","Y","N","44-649516-2021-05-06","2021","night",9,FALSE,120,6,3,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,2,FALSE,FALSE,1,0,3,".000",3712,"Fayetteville Woodpeckers","/api/v1/teams/3712",12,TRUE,FALSE,1,3,0,"1.000",249,"Carolina Mudcats","/api/v1/teams/249",2625,"Five County Stadium","/api/v1/venues/2625","/api/v1/game/649516/content",NA,NA,NA,NA
"41",649462,"/api/v1.1/game/649462/feed/live","R","2021","2021-05-06T23:05:00Z","2021-05-06",FALSE,1,TRUE,"N","Y","N","44-649462-2021-05-06","2021","night",9,FALSE,120,6,3,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,5,FALSE,FALSE,1,0,3,".000",521,"Myrtle Beach Pelicans","/api/v1/teams/521",6,TRUE,FALSE,1,3,0,"1.000",233,"Charleston RiverDogs","/api/v1/teams/233",2540,"Joseph P. Riley Jr. Ballpark","/api/v1/venues/2540","/api/v1/game/649462/content",NA,NA,NA,NA
"42",649329,"/api/v1.1/game/649329/feed/live","R","2021","2021-05-06T23:05:00Z","2021-05-06",FALSE,1,TRUE,"N","Y","N","44-649329-2021-05-06","2021","night",9,FALSE,120,6,3,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,4,FALSE,FALSE,1,1,2,".333",414,"Salem Red Sox","/api/v1/teams/414",8,TRUE,FALSE,1,2,1,".667",548,"Delmarva Shorebirds","/api/v1/teams/548",2729,"Arthur W. Perdue Stadium","/api/v1/venues/2729","/api/v1/game/649329/content",NA,NA,NA,NA
"43",647851,"/api/v1.1/game/647851/feed/live","R","2021","2021-05-07T01:00:00Z","2021-05-06",FALSE,1,TRUE,"N","Y","N","44-647851-2021-05-06","2021","night",9,FALSE,120,6,3,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,9,TRUE,FALSE,1,3,0,"1.000",103,"Lake Elsinore Storm","/api/v1/teams/103",7,FALSE,FALSE,1,0,3,".000",516,"Visalia Rawhide","/api/v1/teams/516",2835,"Valley Strong Ballpark","/api/v1/venues/2835","/api/v1/game/647851/content",NA,NA,NA,NA
"44",648010,"/api/v1.1/game/648010/feed/live","R","2021","2021-05-07T01:30:00Z","2021-05-06",FALSE,1,TRUE,"N","Y","N","44-648010-2021-05-06","2021","night",9,FALSE,120,6,3,"Regular Season","S","N","Normal Game",NA,NA,NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,2,TRUE,FALSE,1,3,0,"1.000",259,"Fresno Grizzlies","/api/v1/teams/259",1,FALSE,FALSE,1,0,3,".000",476,"San Jose Giants","/api/v1/teams/476",2815,"Excite Ballpark","/api/v1/venues/2815","/api/v1/game/648010/content",NA,NA,NA,NA
